,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
3247,38,student,married,unknown,no,0,no,no,cellular,8,jul,341,1,385,1,failure,yes
3248,56,management,married,secondary,no,0,no,no,cellular,27,oct,298,1,111,8,other,yes
3249,43,management,married,tertiary,no,1258,no,no,unknown,20,oct,312,1,-1,0,unknown,yes
3250,52,technician,married,secondary,no,1490,no,yes,unknown,17,jun,420,4,-1,0,unknown,no
3251,54,retired,married,primary,no,11,yes,yes,cellular,18,aug,48,10,-1,0,unknown,no
3252,30,admin.,married,secondary,no,4,no,no,unknown,20,jun,7,2,-1,0,unknown,no
3253,26,management,single,tertiary,no,114,yes,no,cellular,7,may,457,1,-1,0,unknown,yes
3254,32,blue-collar,single,primary,no,611,yes,no,unknown,8,may,541,3,-1,0,unknown,yes
3255,72,retired,married,tertiary,no,2,no,no,cellular,7,aug,147,2,-1,0,unknown,yes
3256,48,management,divorced,tertiary,no,17964,yes,no,cellular,1,sep,120,1,98,5,success,yes
3257,26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,984,2,-1,0,unknown,yes
3258,41,services,married,secondary,no,471,yes,no,cellular,13,may,954,2,293,4,success,yes
3259,29,student,single,secondary,no,1925,no,no,cellular,21,oct,150,3,149,5,success,yes
3260,27,management,single,tertiary,no,6791,no,no,telephone,22,mar,174,2,229,28,success,no
3261,39,admin.,divorced,secondary,no,19,yes,no,cellular,2,jul,503,2,147,5,success,yes
3262,39,admin.,divorced,secondary,no,1,no,yes,cellular,7,jul,281,1,-1,0,unknown,no
3263,55,housemaid,married,primary,no,2152,no,no,unknown,19,jun,922,2,-1,0,unknown,yes
3264,29,technician,single,secondary,no,1165,no,no,cellular,3,dec,244,2,184,1,success,yes
3265,26,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,98,1,-1,0,unknown,no
3266,33,technician,divorced,secondary,yes,6,no,no,cellular,22,aug,239,2,-1,0,unknown,no
3267,68,retired,married,tertiary,no,2812,no,no,cellular,4,aug,651,1,1,7,success,yes
3268,49,technician,married,secondary,no,3144,no,no,cellular,31,jul,349,2,-1,0,unknown,no
3269,41,blue-collar,married,secondary,no,1236,yes,no,cellular,11,may,911,3,-1,0,unknown,yes
3270,51,management,married,secondary,no,1573,no,no,cellular,28,aug,72,18,-1,0,unknown,no
3271,26,blue-collar,single,secondary,no,26,yes,yes,cellular,15,may,899,1,-1,0,unknown,yes
3272,36,services,married,secondary,no,1746,yes,no,cellular,7,apr,15,1,316,1,failure,no
3273,40,management,married,secondary,no,406,yes,no,unknown,12,jun,577,2,-1,0,unknown,yes
3274,21,blue-collar,single,secondary,no,2265,no,no,cellular,27,may,156,4,99,2,success,no
3275,48,admin.,married,secondary,no,-30,yes,no,cellular,7,may,133,1,-1,0,unknown,no
3276,30,admin.,married,secondary,yes,23,no,yes,cellular,4,feb,149,2,-1,0,unknown,no
3277,25,student,single,secondary,no,154,no,no,cellular,2,sep,382,1,183,3,success,yes
3278,28,services,single,secondary,no,168,yes,no,cellular,7,may,128,1,-1,0,unknown,no
3279,30,management,single,tertiary,no,2995,yes,no,cellular,18,nov,329,1,-1,0,unknown,no
3280,40,services,married,secondary,no,181,yes,no,unknown,16,may,370,1,-1,0,unknown,no
3281,39,admin.,married,secondary,no,47,yes,no,cellular,16,aug,143,2,371,6,failure,no
3282,24,student,single,primary,no,474,no,no,cellular,30,apr,551,1,-1,0,unknown,yes
3283,28,technician,married,secondary,no,655,yes,no,unknown,9,may,179,2,-1,0,unknown,no
3284,33,technician,married,secondary,no,264,no,no,cellular,28,aug,180,4,-1,0,unknown,no
3285,42,blue-collar,married,primary,no,2003,yes,no,cellular,17,apr,177,3,-1,0,unknown,no
3286,30,blue-collar,single,secondary,no,239,yes,no,unknown,23,may,785,1,-1,0,unknown,yes
3287,29,technician,single,secondary,no,1856,yes,yes,cellular,18,may,134,1,-1,0,unknown,no
3288,37,management,married,tertiary,no,393,yes,no,cellular,12,aug,62,2,104,2,success,no
3289,62,management,divorced,tertiary,no,5943,no,no,telephone,17,feb,196,4,-1,0,unknown,yes
3290,37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success,yes
3291,35,technician,single,secondary,no,354,no,no,cellular,11,aug,444,3,-1,0,unknown,yes
3292,55,admin.,married,primary,no,319,no,no,cellular,21,nov,124,3,-1,0,unknown,no
3293,53,blue-collar,married,unknown,no,2509,no,no,telephone,22,may,231,2,-1,0,unknown,yes
3294,43,blue-collar,married,secondary,no,413,yes,no,cellular,12,aug,235,2,182,4,success,yes
3295,37,technician,single,secondary,no,3326,yes,no,unknown,21,may,799,1,-1,0,unknown,yes
3296,34,technician,married,secondary,no,4,yes,no,cellular,2,feb,105,2,263,1,failure,no
3297,37,admin.,married,secondary,no,1110,yes,no,telephone,22,jul,802,11,-1,0,unknown,yes
3298,40,blue-collar,married,secondary,no,-60,yes,no,cellular,21,jul,250,1,-1,0,unknown,no
3299,27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown,no
3300,39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,2,96,2,failure,no
3301,54,management,married,tertiary,no,0,no,yes,cellular,19,nov,307,3,-1,0,unknown,no
3302,37,technician,married,secondary,no,1824,yes,no,cellular,3,jul,112,2,324,2,other,no
3303,29,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,1,55,2,failure,yes
3304,29,admin.,married,tertiary,no,332,no,no,cellular,9,apr,179,1,-1,0,unknown,yes
3305,41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,1,-1,0,unknown,yes
3306,57,management,married,secondary,no,7162,no,no,cellular,17,nov,83,1,-1,0,unknown,no
3307,32,technician,married,secondary,no,2556,no,no,cellular,6,aug,269,3,-1,0,unknown,no
3308,41,entrepreneur,married,secondary,no,353,no,no,cellular,19,nov,90,2,-1,0,unknown,no
3309,25,services,single,secondary,no,199,no,no,cellular,16,aug,111,2,95,3,other,no
3310,32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,yes
3311,59,retired,married,secondary,no,1887,no,no,cellular,28,aug,88,8,-1,0,unknown,no
3312,38,management,married,tertiary,no,980,no,no,unknown,3,jun,662,5,-1,0,unknown,no
3313,38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
3314,48,unemployed,married,secondary,no,926,no,no,cellular,12,aug,504,2,178,10,success,yes
3315,88,retired,married,primary,no,648,no,no,telephone,3,sep,318,1,-1,0,unknown,no
3316,35,entrepreneur,divorced,secondary,no,80,no,no,cellular,20,aug,67,5,-1,0,unknown,no
3317,51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,281,2,266,6,failure,no
3318,25,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,1424,4,-1,0,unknown,yes
3319,32,blue-collar,single,unknown,no,258,yes,no,cellular,18,may,291,2,-1,0,unknown,no
3320,27,blue-collar,single,secondary,no,484,yes,no,cellular,15,apr,309,2,-1,0,unknown,no
3321,32,blue-collar,married,secondary,no,1,yes,no,unknown,8,may,102,1,-1,0,unknown,no
3322,58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
3323,33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,yes
3324,66,housemaid,married,primary,no,40,no,no,telephone,14,oct,290,2,-1,0,unknown,yes
3325,32,management,married,tertiary,no,905,no,no,cellular,12,feb,666,4,-1,0,unknown,yes
3326,34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,yes
3327,37,technician,married,tertiary,no,247,no,no,cellular,20,aug,625,6,-1,0,unknown,yes
3328,29,services,married,secondary,no,57,yes,no,telephone,21,jul,342,9,-1,0,unknown,no
3329,37,services,single,secondary,no,934,yes,no,unknown,16,may,242,3,-1,0,unknown,no
3330,29,unemployed,single,primary,no,1374,no,no,cellular,14,may,1205,2,178,7,success,yes
3331,36,services,single,secondary,no,1227,yes,yes,cellular,4,may,775,5,341,3,failure,yes
3332,58,technician,married,secondary,no,99,no,no,telephone,22,sep,396,2,-1,0,unknown,yes
3333,41,management,married,primary,no,733,yes,no,cellular,7,may,69,1,335,7,failure,no
3334,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,yes
3335,31,blue-collar,divorced,primary,no,158,yes,no,unknown,28,may,157,1,-1,0,unknown,no
3336,49,management,married,tertiary,no,2139,no,no,cellular,5,aug,278,1,-1,0,unknown,no
3337,31,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,285,2,other,yes
3338,57,housemaid,divorced,primary,no,0,no,no,unknown,9,jun,97,1,-1,0,unknown,no
3339,27,technician,single,tertiary,no,372,yes,yes,cellular,25,jul,728,2,-1,0,unknown,yes
3340,52,blue-collar,married,primary,no,924,no,no,cellular,21,aug,93,4,-1,0,unknown,no
3341,33,blue-collar,divorced,unknown,yes,-274,yes,yes,cellular,17,apr,715,2,329,2,failure,yes
3342,57,services,single,secondary,no,0,no,no,cellular,6,aug,355,1,-1,0,unknown,yes
3343,30,admin.,married,secondary,no,350,no,yes,cellular,9,jul,171,5,-1,0,unknown,no
3344,39,technician,married,secondary,no,1587,yes,no,cellular,2,jun,171,3,-1,0,unknown,yes
3345,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
3346,48,management,married,primary,no,1513,no,no,cellular,29,jan,166,2,-1,0,unknown,no
3347,35,admin.,married,secondary,no,0,no,no,cellular,7,jul,78,11,-1,0,unknown,no
3348,37,management,single,tertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success,yes
3349,25,technician,divorced,secondary,no,86,no,yes,cellular,8,jul,483,2,-1,0,unknown,no
3350,37,management,single,tertiary,no,8828,no,no,unknown,12,jun,1010,3,-1,0,unknown,yes
3351,29,management,single,unknown,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
3352,39,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141,4,-1,0,unknown,no
3353,30,technician,single,secondary,no,2734,no,no,cellular,21,nov,459,3,-1,0,unknown,yes
3354,34,management,married,tertiary,no,123,no,no,cellular,3,feb,301,3,-1,0,unknown,yes
3355,32,services,single,secondary,no,2615,no,no,cellular,19,nov,853,1,-1,0,unknown,yes
3356,21,technician,single,unknown,no,360,no,no,cellular,26,may,131,2,-1,0,unknown,yes
3357,52,admin.,divorced,secondary,no,48,no,yes,cellular,17,nov,591,1,-1,0,unknown,no
3358,43,technician,married,tertiary,no,0,no,no,cellular,4,aug,1488,2,-1,0,unknown,yes
3359,21,student,single,unknown,no,1506,no,no,cellular,14,sep,340,1,-1,0,unknown,yes
3360,36,technician,married,tertiary,no,4388,no,no,cellular,8,aug,52,3,-1,0,unknown,no
3361,56,technician,single,secondary,no,751,yes,no,cellular,15,may,43,8,177,5,failure,no
3362,35,management,divorced,tertiary,no,434,yes,no,cellular,13,aug,1314,2,-1,0,unknown,yes
3363,29,management,single,tertiary,no,-27,no,no,cellular,13,may,270,1,-1,0,unknown,yes
3364,31,management,married,tertiary,no,141,yes,no,cellular,4,feb,572,2,238,7,other,yes
3365,37,management,married,tertiary,no,3556,no,no,cellular,9,nov,268,1,-1,0,unknown,yes
3366,49,technician,divorced,secondary,no,972,no,no,cellular,16,nov,104,3,175,2,failure,no
3367,39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no
3368,49,technician,married,unknown,no,-287,yes,no,unknown,26,may,49,1,-1,0,unknown,no
3369,28,self-employed,single,tertiary,no,805,no,no,cellular,12,nov,116,5,170,2,failure,no
3370,37,unemployed,married,tertiary,no,1236,no,no,cellular,29,jul,300,2,-1,0,unknown,no
3371,39,blue-collar,married,secondary,no,284,yes,yes,cellular,17,apr,1426,2,318,6,failure,no
3372,28,technician,single,secondary,no,6551,no,no,cellular,26,may,362,1,77,1,failure,no
3373,46,services,divorced,secondary,no,5,yes,yes,cellular,29,jan,305,2,-1,0,unknown,no
3374,47,admin.,married,secondary,no,29,no,yes,cellular,22,aug,150,8,-1,0,unknown,no
3375,28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,-1,0,unknown,yes
3376,61,management,married,tertiary,no,3371,no,no,cellular,28,sep,299,2,-1,0,unknown,yes
3377,38,management,divorced,tertiary,no,151,yes,no,cellular,17,jul,50,1,-1,0,unknown,no
3378,27,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,-1,0,unknown,yes
3379,44,blue-collar,single,primary,no,-234,yes,yes,cellular,15,may,71,3,347,1,failure,no
3380,39,admin.,married,secondary,no,1757,no,no,telephone,28,oct,125,1,-1,0,unknown,yes
3381,35,self-employed,single,tertiary,no,71,no,no,cellular,15,jun,651,1,-1,0,unknown,yes
3382,43,management,married,tertiary,no,2640,no,no,cellular,21,nov,314,4,-1,0,unknown,yes
3383,30,management,married,tertiary,no,2994,yes,no,cellular,26,mar,156,1,137,1,other,no
3384,39,technician,single,secondary,no,287,yes,no,cellular,14,jul,84,3,-1,0,unknown,no
3385,77,retired,married,secondary,no,9601,no,no,telephone,27,mar,515,1,-1,0,unknown,yes
3386,54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,1,-1,0,unknown,yes
3387,49,management,married,tertiary,no,4374,yes,no,cellular,31,jul,68,3,-1,0,unknown,no
3388,18,student,single,unknown,no,3,no,no,cellular,25,aug,130,2,-1,0,unknown,yes
3389,48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success,yes
3390,45,admin.,married,secondary,no,476,no,no,cellular,6,aug,356,1,364,1,other,yes
3391,21,student,single,secondary,no,224,no,no,cellular,30,apr,871,1,-1,0,unknown,yes
3392,43,management,married,primary,no,62,yes,no,cellular,14,may,133,1,300,3,failure,no
3393,44,management,married,tertiary,no,3665,no,no,cellular,17,mar,325,1,-1,0,unknown,no
3394,31,admin.,married,secondary,no,879,yes,no,cellular,13,may,394,1,-1,0,unknown,yes
3395,28,blue-collar,single,secondary,no,455,yes,no,cellular,11,jul,166,1,-1,0,unknown,no
3396,35,blue-collar,married,secondary,no,444,yes,no,cellular,15,apr,244,3,-1,0,unknown,no
3397,33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,1,-1,0,unknown,yes
3398,29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,48,6,-1,0,unknown,no
3399,46,blue-collar,married,primary,no,-44,no,yes,telephone,22,aug,16,13,-1,0,unknown,no
3400,30,management,single,tertiary,no,1675,no,no,cellular,4,sep,181,1,-1,0,unknown,no
3401,29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1129,1,-1,0,unknown,yes
3402,58,management,married,tertiary,no,0,no,no,unknown,20,jun,22,4,-1,0,unknown,no
3403,70,retired,divorced,primary,no,482,no,no,telephone,14,jul,413,1,181,3,success,yes
3404,24,management,single,tertiary,no,507,no,no,cellular,3,jul,257,1,-1,0,unknown,yes
3405,46,management,single,secondary,no,244,yes,no,unknown,15,may,244,1,-1,0,unknown,no
3406,34,blue-collar,single,secondary,no,79,no,yes,cellular,20,nov,104,1,-1,0,unknown,no
3407,20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498,1,-1,0,unknown,yes
3408,37,admin.,single,secondary,no,728,no,no,cellular,3,feb,129,1,174,2,other,yes
3409,49,management,married,secondary,no,104,yes,no,unknown,8,may,285,1,-1,0,unknown,no
3410,36,management,single,tertiary,no,538,no,no,cellular,23,jun,339,1,183,5,success,yes
3411,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,1279,3,-1,0,unknown,yes
3412,36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,1001,4,-1,0,unknown,yes
3413,63,technician,married,secondary,no,896,yes,no,cellular,14,aug,276,2,-1,0,unknown,yes
3414,55,retired,married,secondary,no,102,yes,no,unknown,7,may,74,1,-1,0,unknown,no
3415,42,management,married,tertiary,no,559,no,no,cellular,19,aug,88,1,-1,0,unknown,no
3416,46,blue-collar,married,unknown,no,336,yes,no,cellular,14,aug,260,3,457,1,other,yes
3417,48,housemaid,married,secondary,no,0,no,no,cellular,28,may,270,5,-1,0,unknown,yes
3418,60,technician,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,yes
3419,52,blue-collar,married,primary,no,1624,no,no,unknown,20,jun,114,3,-1,0,unknown,no
3420,49,blue-collar,married,primary,no,4830,yes,no,unknown,6,jun,350,1,-1,0,unknown,no
3421,45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,oct,676,1,-1,0,unknown,yes
3422,25,services,single,tertiary,no,130,yes,no,cellular,16,jul,49,1,-1,0,unknown,no
3423,26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,268,1,failure,yes
3424,53,blue-collar,married,secondary,no,5700,yes,no,unknown,14,may,97,1,-1,0,unknown,no
3425,28,blue-collar,married,secondary,no,-26,no,yes,cellular,30,jan,81,1,-1,0,unknown,no
3426,32,blue-collar,married,secondary,no,320,yes,yes,cellular,3,feb,22,4,-1,0,unknown,no
3427,50,unemployed,married,secondary,no,297,yes,no,cellular,31,jul,29,10,-1,0,unknown,no
3428,47,management,married,tertiary,no,2475,yes,no,cellular,20,nov,1476,4,-1,0,unknown,no
3429,53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no
3430,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
3431,31,services,single,secondary,no,13,no,yes,cellular,6,feb,1019,2,-1,0,unknown,yes
3432,68,retired,divorced,primary,no,695,no,no,cellular,9,apr,233,1,-1,0,unknown,yes
3433,32,blue-collar,divorced,unknown,no,291,yes,yes,unknown,27,jun,120,6,-1,0,unknown,no
3434,41,technician,married,tertiary,no,63,no,no,cellular,25,aug,36,3,-1,0,unknown,no
3435,29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes
3436,51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,-1,0,unknown,yes
3437,30,management,single,tertiary,no,8535,no,no,cellular,18,jun,393,2,-1,0,unknown,yes
3438,33,management,single,tertiary,no,2667,yes,no,cellular,18,may,57,1,180,3,failure,no
3439,34,technician,divorced,secondary,no,27,yes,no,unknown,26,may,133,3,-1,0,unknown,no
3440,34,admin.,divorced,secondary,no,-251,no,no,cellular,18,jul,641,1,-1,0,unknown,yes
3441,57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown,yes
3442,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other,yes
3443,39,management,single,tertiary,no,1914,no,no,cellular,18,aug,94,4,-1,0,unknown,no
3444,29,blue-collar,single,secondary,no,16,no,no,unknown,12,may,197,3,-1,0,unknown,no
3445,41,technician,single,secondary,no,650,yes,no,cellular,20,nov,2420,3,-1,0,unknown,yes
3446,31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,1,94,1,success,yes
3447,47,technician,married,tertiary,no,2155,no,no,unknown,20,jun,178,3,-1,0,unknown,no
3448,29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,642,3,298,6,success,yes
3449,31,blue-collar,married,secondary,no,3311,yes,no,unknown,20,may,719,1,-1,0,unknown,yes
3450,31,blue-collar,married,secondary,no,3364,yes,no,cellular,20,nov,290,1,-1,0,unknown,no
3451,34,blue-collar,single,secondary,no,341,yes,no,unknown,8,may,195,1,-1,0,unknown,no
3452,52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes
3453,34,technician,single,secondary,no,1313,no,no,cellular,12,aug,176,1,21,6,failure,no
3454,35,management,single,tertiary,no,805,no,no,cellular,17,sep,613,1,-1,0,unknown,no
3455,45,entrepreneur,married,primary,no,488,yes,no,telephone,28,jul,90,11,-1,0,unknown,no
3456,50,blue-collar,married,primary,no,106,no,no,cellular,12,aug,460,2,-1,0,unknown,no
3457,35,admin.,married,secondary,no,1345,yes,no,cellular,23,jul,135,1,-1,0,unknown,no
3458,36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
3459,55,management,single,tertiary,no,0,no,no,cellular,30,apr,156,3,-1,0,unknown,no
3460,38,technician,married,secondary,no,565,no,no,cellular,20,aug,93,2,-1,0,unknown,no
3461,33,blue-collar,single,secondary,no,1387,no,no,cellular,5,feb,185,1,-1,0,unknown,no
3462,50,admin.,divorced,secondary,no,797,yes,no,telephone,25,jul,72,8,-1,0,unknown,no
3463,79,retired,married,primary,no,3025,no,no,cellular,11,dec,166,3,126,3,other,yes
3464,35,services,single,tertiary,no,0,no,no,cellular,3,jul,704,1,-1,0,unknown,yes
3465,49,entrepreneur,married,secondary,no,-1965,no,yes,telephone,10,jul,317,2,-1,0,unknown,no
3466,55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,1,-1,0,unknown,yes
3467,67,retired,married,secondary,no,2048,no,no,cellular,16,sep,452,5,195,4,other,yes
3468,39,unemployed,married,primary,no,7005,yes,no,cellular,28,jul,429,2,184,3,success,yes
3469,64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,success,yes
3470,50,management,married,tertiary,no,398,no,no,telephone,30,jul,1567,5,-1,0,unknown,no
3471,37,admin.,married,secondary,no,2061,yes,yes,cellular,22,jun,459,1,109,3,failure,yes
3472,55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,3,57,2,other,yes
3473,41,self-employed,married,secondary,no,305,yes,no,cellular,13,may,174,2,-1,0,unknown,no
3474,33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,-1,0,unknown,no
3475,28,management,single,tertiary,no,320,yes,no,cellular,30,apr,239,1,-1,0,unknown,no
3476,33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,1,92,3,success,yes
3477,61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,562,2,94,3,success,yes
3478,51,management,married,tertiary,no,1612,yes,no,cellular,18,nov,61,2,131,1,failure,no
3479,43,admin.,married,secondary,no,378,no,no,cellular,30,jul,782,8,-1,0,unknown,yes
3480,71,retired,married,primary,no,2988,no,no,telephone,17,apr,130,1,-1,0,unknown,yes
3481,34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,yes
3482,61,management,married,tertiary,no,997,no,no,cellular,22,jun,269,1,104,1,success,yes
3483,32,self-employed,single,tertiary,no,0,yes,no,cellular,6,may,767,1,-1,0,unknown,yes
3484,45,management,single,tertiary,no,483,no,no,cellular,23,feb,95,2,265,11,other,yes
3485,37,blue-collar,married,secondary,no,-4,yes,yes,unknown,29,may,381,1,-1,0,unknown,no
3486,34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,-1,0,unknown,yes
3487,56,housemaid,single,tertiary,no,1947,no,no,unknown,30,mar,110,1,-1,0,unknown,yes
3488,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,jul,188,1,-1,0,unknown,no
3489,38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,yes
3490,36,services,married,tertiary,no,0,yes,no,cellular,8,may,52,1,-1,0,unknown,no
3491,25,technician,single,secondary,no,139,no,yes,cellular,12,oct,138,1,-1,0,unknown,yes
3492,36,management,single,secondary,no,992,no,no,unknown,6,jun,351,1,-1,0,unknown,no
3493,23,admin.,single,secondary,no,1104,yes,no,unknown,12,may,120,2,-1,0,unknown,no
3494,26,student,single,unknown,no,689,no,no,cellular,25,may,678,2,-1,0,unknown,yes
3495,55,management,divorced,tertiary,no,608,yes,no,cellular,7,may,161,2,-1,0,unknown,no
3496,22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
3497,41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,395,3,426,1,other,yes
3498,33,services,married,secondary,no,386,no,no,cellular,12,may,317,1,181,5,success,yes
3499,51,services,divorced,secondary,no,242,no,yes,cellular,14,jul,1336,4,-1,0,unknown,yes
3500,31,management,single,tertiary,no,0,no,no,cellular,25,aug,191,5,-1,0,unknown,no
3501,43,blue-collar,married,primary,no,1401,yes,no,unknown,12,may,195,2,-1,0,unknown,no
3502,33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,335,1,334,3,failure,no
3503,29,blue-collar,married,primary,no,-382,yes,no,cellular,28,jul,35,2,-1,0,unknown,no
3504,34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no
3505,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,yes
3506,50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,no
3507,27,admin.,single,tertiary,no,138,no,no,cellular,15,jun,89,2,-1,0,unknown,yes
3508,35,management,married,tertiary,no,1133,yes,no,cellular,3,nov,102,1,-1,0,unknown,yes
3509,53,entrepreneur,single,unknown,no,717,no,no,cellular,30,jul,594,2,-1,0,unknown,no
3510,42,blue-collar,married,primary,no,-97,yes,no,cellular,3,feb,216,4,271,5,failure,no
3511,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes
3512,31,services,single,secondary,no,6374,yes,no,unknown,23,may,922,2,-1,0,unknown,no
3513,37,admin.,single,tertiary,no,869,no,no,cellular,30,jul,60,8,-1,0,unknown,no
3514,49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,unknown,no
3515,43,technician,married,secondary,no,7876,yes,no,cellular,11,aug,209,2,-1,0,unknown,no
3516,34,blue-collar,married,primary,no,503,yes,no,unknown,26,may,120,2,-1,0,unknown,no
3517,56,housemaid,married,primary,no,445,no,no,cellular,21,nov,13,6,-1,0,unknown,no
3518,49,management,married,primary,no,3371,no,no,cellular,11,nov,269,2,-1,0,unknown,yes
3519,40,services,married,secondary,no,2346,no,no,unknown,16,jun,182,3,-1,0,unknown,no
3520,42,technician,divorced,secondary,no,248,no,no,cellular,19,aug,163,4,-1,0,unknown,no
3521,34,technician,married,secondary,no,2019,yes,yes,unknown,27,jun,102,1,-1,0,unknown,no
3522,42,technician,divorced,secondary,no,1533,no,yes,cellular,5,aug,86,1,-1,0,unknown,no
3523,61,self-employed,married,tertiary,no,10861,no,no,cellular,25,oct,225,1,91,5,success,yes
3524,56,services,married,secondary,no,1989,no,no,cellular,3,feb,336,2,281,2,failure,yes
3525,41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,unknown,yes
3526,25,student,single,secondary,no,679,no,no,cellular,25,oct,297,5,94,6,other,yes
3527,40,technician,married,secondary,no,66,yes,no,unknown,12,may,29,8,-1,0,unknown,no
3528,33,blue-collar,married,secondary,no,202,yes,no,cellular,17,apr,377,1,-1,0,unknown,no
3529,56,blue-collar,married,unknown,no,665,yes,no,unknown,20,jun,109,2,-1,0,unknown,no
3530,46,management,married,tertiary,no,273,yes,no,cellular,10,may,583,6,53,6,success,yes
3531,34,self-employed,married,tertiary,no,7602,no,no,cellular,20,nov,222,1,-1,0,unknown,no
3532,43,management,married,tertiary,no,78,yes,no,cellular,21,nov,36,1,109,1,other,no
3533,51,blue-collar,married,primary,no,-637,yes,yes,cellular,19,nov,233,2,-1,0,unknown,no
3534,55,retired,married,secondary,no,0,no,no,cellular,4,aug,1110,1,-1,0,unknown,yes
3535,32,student,single,tertiary,no,64,no,no,cellular,30,jun,598,4,105,5,failure,yes
3536,49,self-employed,divorced,secondary,no,6116,yes,no,cellular,21,nov,43,1,-1,0,unknown,no
3537,53,self-employed,married,primary,no,6,yes,no,unknown,27,may,233,2,-1,0,unknown,no
3538,31,management,single,tertiary,no,2384,yes,no,cellular,14,apr,608,2,-1,0,unknown,no
3539,54,management,married,tertiary,no,1938,yes,no,telephone,31,jul,81,7,-1,0,unknown,no
